Sales_Date,Sales_Year,Sales_Quarter,Sales_Month,Sales_Week,Sales_Day
09/27/2008,2008,3,9,4,27
09/27/2008,2008,3,9,4,27
09/27/2008,2008,3,9,4,27
09/27/2007,2007,3,9,4,27
09/27/2007,2007,3,9,4,27
09/27/2005,2005,3,9,4,27
03/26/2009,2009,1,3,4,26
03/26/2009,2009,1,3,4,26
03/26/2008,2008,1,3,4,26
03/26/2008,2008,1,3,4,26
06/09/2006,2006,2,6,2,9
02/10/2010,2010,1,2,2,10
08/25/2008,2008,3,8,4,25
08/25/2009,2009,3,8,4,25
11/22/2007,2007,4,11,3,22
11/22/2007,2007,4,11,3,22
08/21/2010,2010,3,8,3,21
08/21/2010,2010,3,8,3,21
08/21/2010,2010,3,8,3,21
08/21/2010,2010,3,8,3,21
08/25/2006,2006,3,8,4,25
08/25/2006,2006,3,8,4,25
08/25/2006,2006,3,8,4,25
12/03/2005,2005,4,12,1,3
12/03/2005,2005,4,12,1,3
12/03/2005,2005,4,12,1,3
10/05/2007,2007,4,10,1,5
10/05/2007,2007,4,10,1,5
10/05/2006,2006,4,10,1,5
10/05/2006,2006,4,10,1,5
10/05/2005,2005,4,10,1,5
10/05/2005,2005,4,10,1,5
10/05/2009,2009,4,10,1,5
05/11/2005,2005,2,5,2,11
12/27/2005,2005,4,12,4,27
12/13/2006,2006,4,12,2,13
12/13/2006,2006,4,12,2,13
07/07/2005,2005,3,7,1,7
04/14/2009,2009,2,4,2,14
04/23/2010,2010,2,4,4,23
03/14/2010,2010,1,3,2,14
03/14/2010,2010,1,3,2,14
03/14/2010,2010,1,3,2,14
05/18/2010,2010,2,5,3,18
07/05/2006,2006,3,7,1,5
07/05/2007,2007,3,7,1,5
07/05/2007,2007,3,7,1,5
09/25/2006,2006,3,9,4,25
09/28/2010,2010,3,9,4,28
07/05/2009,2009,3,7,1,5
03/31/2006,2006,1,3,4,31
10/23/2008,2008,4,10,4,23
07/12/2006,2006,3,7,2,12
07/12/2006,2006,3,7,2,12
07/12/2008,2008,3,7,2,12
10/23/2006,2006,4,10,4,23
02/12/2005,2005,1,2,2,12
02/12/2005,2005,1,2,2,12
04/19/2010,2010,2,4,3,19
04/19/2010,2010,2,4,3,19
02/13/2010,2010,1,2,2,13
06/04/2007,2007,2,6,1,4
06/04/2007,2007,2,6,1,4
06/04/2007,2007,2,6,1,4
06/04/2007,2007,2,6,1,4
06/04/2006,2006,2,6,1,4
08/06/2010,2010,3,8,1,6
02/02/2006,2006,1,2,1,2
02/02/2006,2006,1,2,1,2
11/30/2007,2007,4,11,4,30
11/30/2006,2006,4,11,4,30
11/30/2005,2005,4,11,4,30
11/30/2005,2005,4,11,4,30
11/30/2005,2005,4,11,4,30
09/30/2005,2005,3,9,4,30
06/21/2005,2005,2,6,3,21
06/21/2005,2005,2,6,3,21
06/29/2007,2007,2,6,4,29
04/10/2005,2005,2,4,2,10
04/10/2005,2005,2,4,2,10
04/10/2005,2005,2,4,2,10
06/21/2006,2006,2,6,3,21
09/24/2008,2008,3,9,4,24
09/24/2009,2009,3,9,4,24
06/29/2008,2008,2,6,4,29
06/29/2008,2008,2,6,4,29
12/03/2009,2009,4,12,1,3
12/03/2009,2009,4,12,1,3
12/03/2009,2009,4,12,1,3
12/03/2009,2009,4,12,1,3
12/03/2009,2009,4,12,1,3
09/29/2005,2005,3,9,4,29
09/29/2005,2005,3,9,4,29
11/30/2009,2009,4,11,4,30
09/30/2009,2009,3,9,4,30
09/30/2009,2009,3,9,4,30
08/26/2006,2006,3,8,4,26
08/26/2006,2006,3,8,4,26
03/28/2007,2007,1,3,4,28
03/28/2007,2007,1,3,4,28
03/28/2007,2007,1,3,4,28
11/17/2005,2005,4,11,3,17
08/26/2005,2005,3,8,4,26
02/19/2006,2006,1,2,3,19
11/25/2007,2007,4,11,4,25
11/17/2009,2009,4,11,3,17
08/26/2009,2009,3,8,4,26
06/16/2010,2010,2,6,3,16
06/16/2010,2010,2,6,3,16
06/16/2010,2010,2,6,3,16
01/15/2010,2010,1,1,2,15
01/15/2010,2010,1,1,2,15
09/01/2007,2007,3,9,1,1
05/31/2006,2006,2,5,4,31
05/31/2006,2006,2,5,4,31
05/31/2006,2006,2,5,4,31
09/01/2005,2005,3,9,1,1
05/31/2009,2009,2,5,4,31
09/01/2008,2008,3,9,1,1
07/24/2009,2009,3,7,4,24
07/24/2009,2009,3,7,4,24
07/24/2009,2009,3,7,4,24
03/16/2010,2010,1,3,3,16
02/06/2010,2010,1,2,1,6
02/06/2010,2010,1,2,1,6
02/06/2010,2010,1,2,1,6
07/24/2007,2007,3,7,4,24
07/24/2007,2007,3,7,4,24
07/24/2006,2006,3,7,4,24
07/24/2006,2006,3,7,4,24
08/08/2005,2005,3,8,2,8
12/14/2008,2008,4,12,2,14
12/14/2009,2009,4,12,2,14
12/14/2009,2009,4,12,2,14
12/14/2006,2006,4,12,2,14
12/14/2007,2007,4,12,2,14
12/14/2005,2005,4,12,2,14
10/07/2006,2006,4,10,1,7
10/07/2006,2006,4,10,1,7
07/14/2010,2010,3,7,2,14
07/14/2010,2010,3,7,2,14
05/23/2008,2008,2,5,4,23
05/23/2008,2008,2,5,4,23
05/23/2009,2009,2,5,4,23
05/23/2005,2005,2,5,4,23
05/23/2005,2005,2,5,4,23
05/23/2006,2006,2,5,4,23
05/23/2006,2006,2,5,4,23
05/24/2010,2010,2,5,4,24
05/24/2010,2010,2,5,4,24
06/12/2006,2006,2,6,2,12
02/26/2008,2008,1,2,4,26
09/18/2010,2010,3,9,3,18
09/18/2010,2010,3,9,3,18
02/05/2010,2010,1,2,1,5
02/05/2010,2010,1,2,1,5
02/15/2007,2007,1,2,2,15
02/15/2007,2007,1,2,2,15
02/15/2006,2006,1,2,2,15
04/15/2010,2010,2,4,2,15
04/15/2010,2010,2,4,2,15
02/15/2009,2009,1,2,2,15
02/15/2009,2009,1,2,2,15
02/15/2008,2008,1,2,2,15
02/15/2008,2008,1,2,2,15
05/19/2010,2010,2,5,3,19
05/19/2010,2010,2,5,3,19
05/11/2005,2005,2,5,2,11
06/02/2009,2009,2,6,1,2
05/11/2007,2007,2,5,2,11
01/16/2007,2007,1,1,3,16
01/16/2007,2007,1,1,3,16
01/16/2007,2007,1,1,3,16
06/19/2010,2010,2,6,3,19
08/07/2006,2006,3,8,1,7
12/14/2006,2006,4,12,2,14
12/14/2006,2006,4,12,2,14
12/14/2006,2006,4,12,2,14
01/16/2009,2009,1,1,3,16
01/16/2008,2008,1,1,3,16
01/16/2008,2008,1,1,3,16
01/16/2008,2008,1,1,3,16
01/16/2008,2008,1,1,3,16
06/10/2010,2010,2,6,2,10
06/10/2010,2010,2,6,2,10
07/28/2006,2006,3,7,4,28
07/28/2006,2006,3,7,4,28
07/28/2007,2007,3,7,4,28
07/28/2007,2007,3,7,4,28
10/23/2008,2008,4,10,4,23
10/23/2008,2008,4,10,4,23
06/09/2008,2008,2,6,2,9
06/09/2008,2008,2,6,2,9
10/23/2006,2006,4,10,4,23
10/23/2007,2007,4,10,4,23
10/23/2007,2007,4,10,4,23
07/28/2008,2008,3,7,4,28
07/28/2009,2009,3,7,4,28
07/28/2009,2009,3,7,4,28
01/22/2010,2010,1,1,3,22
01/22/2010,2010,1,1,3,22
01/22/2010,2010,1,1,3,22
06/10/2006,2006,2,6,2,10
10/13/2008,2008,4,10,2,13
10/13/2008,2008,4,10,2,13
03/12/2008,2008,1,3,2,12
03/12/2008,2008,1,3,2,12
03/12/2008,2008,1,3,2,12
03/12/2009,2009,1,3,2,12
03/12/2009,2009,1,3,2,12
03/12/2009,2009,1,3,2,12
03/12/2006,2006,1,3,2,12
03/12/2006,2006,1,3,2,12
06/10/2008,2008,2,6,2,10
06/10/2009,2009,2,6,2,10
11/24/2006,2006,4,11,4,24
11/24/2005,2005,4,11,4,24
07/23/2010,2010,3,7,4,23
01/29/2010,2010,1,1,4,29
11/24/2009,2009,4,11,4,24
11/24/2009,2009,4,11,4,24
11/24/2009,2009,4,11,4,24
11/24/2008,2008,4,11,4,24
09/27/2009,2009,3,9,4,27
09/27/2009,2009,3,9,4,27
03/20/2008,2008,1,3,3,20
06/28/2007,2007,2,6,4,28
05/25/2009,2009,2,5,4,25
12/24/2006,2006,4,12,4,24
12/24/2006,2006,4,12,4,24
03/20/2005,2005,1,3,3,20
03/20/2006,2006,1,3,3,20
12/24/2005,2005,4,12,4,24
12/24/2005,2005,4,12,4,24
09/27/2007,2007,3,9,4,27
09/27/2007,2007,3,9,4,27
09/27/2007,2007,3,9,4,27
09/27/2006,2006,3,9,4,27
09/27/2005,2005,3,9,4,27
09/27/2005,2005,3,9,4,27
12/10/2005,2005,4,12,2,10
05/29/2009,2009,2,5,4,29
12/10/2007,2007,4,12,2,10
12/10/2006,2006,4,12,2,10
12/10/2006,2006,4,12,2,10
10/05/2009,2009,4,10,1,5
06/13/2006,2006,2,6,2,13
06/13/2006,2006,2,6,2,13
12/08/2006,2006,4,12,2,8
12/08/2006,2006,4,12,2,8
12/08/2007,2007,4,12,2,8
12/08/2008,2008,4,12,2,8
12/08/2009,2009,4,12,2,8
12/08/2009,2009,4,12,2,8
10/05/2007,2007,4,10,1,5
10/05/2007,2007,4,10,1,5
10/05/2006,2006,4,10,1,5
05/29/2006,2006,2,5,4,29
04/15/2010,2010,2,4,2,15
03/16/2005,2005,1,3,3,16
04/28/2010,2010,2,4,4,28
10/28/2009,2009,4,10,4,28
10/28/2009,2009,4,10,4,28
10/28/2009,2009,4,10,4,28
10/28/2009,2009,4,10,4,28
09/09/2007,2007,3,9,2,9
10/02/2009,2009,4,10,1,2
10/02/2009,2009,4,10,1,2
10/02/2009,2009,4,10,1,2
03/08/2005,2005,1,3,2,8
04/05/2007,2007,2,4,1,5
04/05/2007,2007,2,4,1,5
03/08/2007,2007,1,3,2,8
03/08/2007,2007,1,3,2,8
03/08/2006,2006,1,3,2,8
03/08/2009,2009,1,3,2,8
03/08/2009,2009,1,3,2,8
03/08/2008,2008,1,3,2,8
03/08/2008,2008,1,3,2,8
10/02/2006,2006,4,10,1,2
11/18/2008,2008,4,11,3,18
11/18/2008,2008,4,11,3,18
10/02/2005,2005,4,10,1,2
10/02/2005,2005,4,10,1,2
10/02/2005,2005,4,10,1,2
07/08/2008,2008,3,7,2,8
07/08/2009,2009,3,7,2,8
07/08/2009,2009,3,7,2,8
10/28/2005,2005,4,10,4,28
11/27/2008,2008,4,11,4,27
01/11/2010,2010,1,1,2,11
07/08/2006,2006,3,7,2,8
07/08/2006,2006,3,7,2,8
07/08/2007,2007,3,7,2,8
07/08/2007,2007,3,7,2,8
06/08/2009,2009,2,6,2,8
01/27/2010,2010,1,1,4,27
06/07/2010,2010,2,6,1,7
06/07/2010,2010,2,6,1,7
03/06/2005,2005,1,3,1,6
10/21/2006,2006,4,10,3,21
10/21/2005,2005,4,10,3,21
03/06/2006,2006,1,3,1,6
11/25/2008,2008,4,11,4,25
11/25/2009,2009,4,11,4,25
10/21/2009,2009,4,10,3,21
10/21/2008,2008,4,10,3,21
03/14/2010,2010,1,3,2,14
06/08/2007,2007,2,6,2,8
06/08/2007,2007,2,6,2,8
06/08/2007,2007,2,6,2,8
06/17/2007,2007,2,6,3,17
06/17/2007,2007,2,6,3,17
06/17/2007,2007,2,6,3,17
06/17/2005,2005,2,6,3,17
04/09/2006,2006,2,4,2,9
04/29/2009,2009,2,4,4,29
04/29/2008,2008,2,4,4,29
04/29/2008,2008,2,4,4,29
04/05/2010,2010,2,4,1,5
04/29/2005,2005,2,4,4,29
04/29/2005,2005,2,4,4,29
04/29/2007,2007,2,4,4,29
04/29/2006,2006,2,4,4,29
07/08/2009,2009,3,7,2,8
07/08/2009,2009,3,7,2,8
07/08/2009,2009,3,7,2,8
06/17/2010,2010,2,6,3,17
06/17/2010,2010,2,6,3,17
07/09/2009,2009,3,7,2,9
07/09/2009,2009,3,7,2,9
07/09/2009,2009,3,7,2,9
07/09/2009,2009,3,7,2,9
07/09/2008,2008,3,7,2,9
03/31/2010,2010,1,3,4,31
10/05/2006,2006,4,10,1,5
07/09/2005,2005,3,7,2,9
07/09/2005,2005,3,7,2,9
04/09/2010,2010,2,4,2,9
07/09/2007,2007,3,7,2,9
07/09/2006,2006,3,7,2,9
07/09/2006,2006,3,7,2,9
02/17/2006,2006,1,2,3,17
03/02/2009,2009,1,3,1,2
02/17/2008,2008,1,2,3,17
02/17/2009,2009,1,2,3,17
08/26/2010,2010,3,8,4,26
07/09/2008,2008,3,7,2,9
07/09/2008,2008,3,7,2,9
01/21/2009,2009,1,1,3,21
01/21/2009,2009,1,1,3,21
01/21/2008,2008,1,1,3,21
07/28/2009,2009,3,7,4,28
02/23/2006,2006,1,2,4,23
12/08/2006,2006,4,12,2,8
12/08/2007,2007,4,12,2,8
12/08/2007,2007,4,12,2,8
12/08/2005,2005,4,12,2,8
12/08/2008,2008,4,12,2,8
07/13/2005,2005,3,7,2,13
07/13/2005,2005,3,7,2,13
07/13/2005,2005,3,7,2,13
04/09/2006,2006,2,4,2,9
09/17/2007,2007,3,9,3,17
09/17/2007,2007,3,9,3,17
03/11/2007,2007,1,3,2,11
03/11/2006,2006,1,3,2,11
03/11/2005,2005,1,3,2,11
07/17/2010,2010,3,7,3,17
03/11/2008,2008,1,3,2,11
02/29/2008,2008,1,2,4,29
12/28/2006,2006,4,12,4,28
12/28/2006,2006,4,12,4,28
06/27/2008,2008,2,6,4,27
06/27/2008,2008,2,6,4,27
05/06/2009,2009,2,5,1,6
05/06/2009,2009,2,5,1,6
05/06/2008,2008,2,5,1,6
02/10/2006,2006,1,2,2,10
05/06/2006,2006,2,5,1,6
05/06/2005,2005,2,5,1,6
02/10/2005,2005,1,2,2,10
02/10/2005,2005,1,2,2,10
06/27/2007,2007,2,6,4,27
10/04/2006,2006,4,10,1,4
03/02/2005,2005,1,3,1,2
07/27/2007,2007,3,7,4,27
04/21/2010,2010,2,4,3,21
04/21/2010,2010,2,4,3,21
04/21/2010,2010,2,4,3,21
04/21/2010,2010,2,4,3,21
10/20/2005,2005,4,10,3,20
10/20/2005,2005,4,10,3,20
10/03/2010,2010,4,10,1,3
10/03/2010,2010,4,10,1,3
10/03/2010,2010,4,10,1,3
03/02/2007,2007,1,3,1,2
03/06/2009,2009,1,3,1,6
01/16/2006,2006,1,1,3,16
01/16/2006,2006,1,1,3,16
01/16/2007,2007,1,1,3,16
01/16/2007,2007,1,1,3,16
01/16/2008,2008,1,1,3,16
01/16/2009,2009,1,1,3,16
01/16/2009,2009,1,1,3,16
04/23/2010,2010,2,4,4,23
02/20/2008,2008,1,2,3,20
02/20/2008,2008,1,2,3,20
02/20/2009,2009,1,2,3,20
02/20/2009,2009,1,2,3,20
02/20/2009,2009,1,2,3,20
02/20/2006,2006,1,2,3,20
02/20/2006,2006,1,2,3,20
01/29/2009,2009,1,1,4,29
04/01/2010,2010,2,4,1,1
06/27/2008,2008,2,6,4,27
06/27/2008,2008,2,6,4,27
05/13/2008,2008,2,5,2,13
05/13/2009,2009,2,5,2,13
05/13/2009,2009,2,5,2,13
09/15/2008,2008,3,9,2,15
06/27/2009,2009,2,6,4,27
06/27/2009,2009,2,6,4,27
06/27/2009,2009,2,6,4,27
06/27/2009,2009,2,6,4,27
08/11/2005,2005,3,8,2,11
05/13/2007,2007,2,5,2,13
08/11/2007,2007,3,8,2,11
08/11/2007,2007,3,8,2,11
05/13/2005,2005,2,5,2,13
10/20/2008,2008,4,10,3,20
01/29/2005,2005,1,1,4,29
01/29/2005,2005,1,1,4,29
01/29/2006,2006,1,1,4,29
01/29/2006,2006,1,1,4,29
01/29/2007,2007,1,1,4,29
01/29/2007,2007,1,1,4,29
03/03/2009,2009,1,3,1,3
03/03/2008,2008,1,3,1,3
03/03/2007,2007,1,3,1,3
03/03/2006,2006,1,3,1,3
03/03/2006,2006,1,3,1,3
03/03/2005,2005,1,3,1,3
12/03/2006,2006,4,12,1,3
11/14/2007,2007,4,11,2,14
10/20/2006,2006,4,10,3,20
10/20/2007,2007,4,10,3,20
04/21/2010,2010,2,4,3,21
02/08/2005,2005,1,2,2,8
02/08/2005,2005,1,2,2,8
02/08/2006,2006,1,2,2,8
02/08/2006,2006,1,2,2,8
02/11/2007,2007,1,2,2,11
01/18/2005,2005,1,1,3,18
01/18/2005,2005,1,1,3,18
01/18/2006,2006,1,1,3,18
01/18/2006,2006,1,1,3,18
01/23/2007,2007,1,1,4,23
01/23/2007,2007,1,1,4,23
01/23/2007,2007,1,1,4,23
01/23/2007,2007,1,1,4,23
01/23/2008,2008,1,1,4,23
01/18/2009,2009,1,1,3,18
02/08/2009,2009,1,2,2,8
02/08/2009,2009,1,2,2,8
02/08/2009,2009,1,2,2,8
02/08/2009,2009,1,2,2,8
02/08/2009,2009,1,2,2,8
02/08/2008,2008,1,2,2,8
02/08/2008,2008,1,2,2,8
11/12/2008,2008,4,11,2,12
07/07/2009,2009,3,7,1,7
07/07/2009,2009,3,7,1,7
07/07/2008,2008,3,7,1,7
04/28/2008,2008,2,4,4,28
06/22/2006,2006,2,6,3,22
01/03/2010,2010,1,1,1,3
08/21/2007,2007,3,8,3,21
08/21/2007,2007,3,8,3,21
01/21/2010,2010,1,1,3,21
08/29/2009,2009,3,8,4,29
08/29/2009,2009,3,8,4,29
02/02/2010,2010,1,2,1,2
02/02/2010,2010,1,2,1,2
07/07/2007,2007,3,7,1,7
02/02/2005,2005,1,2,1,2
02/02/2005,2005,1,2,1,2
02/02/2006,2006,1,2,1,2
04/06/2009,2009,2,4,1,6
04/06/2009,2009,2,4,1,6
04/06/2009,2009,2,4,1,6
04/06/2008,2008,2,4,1,6
07/14/2005,2005,3,7,2,14
07/14/2005,2005,3,7,2,14
07/14/2009,2009,3,7,2,14
04/06/2007,2007,2,4,1,6
04/06/2006,2006,2,4,1,6
04/06/2006,2006,2,4,1,6
04/06/2005,2005,2,4,1,6
04/06/2005,2005,2,4,1,6
02/16/2005,2005,1,2,3,16
06/05/2010,2010,2,6,1,5
09/03/2010,2010,3,9,1,3
06/29/2009,2009,2,6,4,29
06/29/2009,2009,2,6,4,29
09/21/2006,2006,3,9,3,21
07/22/2005,2005,3,7,3,22
07/22/2006,2006,3,7,3,22
07/22/2009,2009,3,7,3,22
06/29/2007,2007,2,6,4,29
06/29/2006,2006,2,6,4,29
06/29/2006,2006,2,6,4,29
06/29/2006,2006,2,6,4,29
06/29/2006,2006,2,6,4,29
06/29/2006,2006,2,6,4,29
06/23/2009,2009,2,6,4,23
10/03/2008,2008,4,10,1,3
01/12/2007,2007,1,1,2,12
01/12/2006,2006,1,1,2,12
01/12/2006,2006,1,1,2,12
01/12/2006,2006,1,1,2,12
01/12/2006,2006,1,1,2,12
01/12/2006,2006,1,1,2,12
10/17/2006,2006,4,10,3,17
10/17/2007,2007,4,10,3,17
10/17/2008,2008,4,10,3,17
10/17/2009,2009,4,10,3,17
10/17/2009,2009,4,10,3,17
01/12/2009,2009,1,1,2,12
01/12/2009,2009,1,1,2,12
06/17/2005,2005,2,6,3,17
06/17/2005,2005,2,6,3,17
06/17/2005,2005,2,6,3,17
07/11/2009,2009,3,7,2,11
07/11/2008,2008,3,7,2,11
08/26/2006,2006,3,8,4,26
08/26/2006,2006,3,8,4,26
08/26/2006,2006,3,8,4,26
08/26/2006,2006,3,8,4,26
03/28/2009,2009,1,3,4,28
03/28/2009,2009,1,3,4,28
08/26/2005,2005,3,8,4,26
03/28/2005,2005,1,3,4,28
03/28/2005,2005,1,3,4,28
07/11/2005,2005,3,7,2,11
07/11/2007,2007,3,7,2,11
11/06/2009,2009,4,11,1,6
07/08/2005,2005,3,7,2,8
07/08/2005,2005,3,7,2,8
07/08/2005,2005,3,7,2,8
10/04/2010,2010,4,10,1,4
10/04/2010,2010,4,10,1,4
10/04/2010,2010,4,10,1,4
04/06/2006,2006,2,4,1,6
06/28/2008,2008,2,6,4,28
06/23/2006,2006,2,6,4,23
05/27/2007,2007,2,5,4,27
06/23/2005,2005,2,6,4,23
05/27/2009,2009,2,5,4,27
05/27/2009,2009,2,5,4,27
05/27/2008,2008,2,5,4,27
05/27/2008,2008,2,5,4,27
06/23/2008,2008,2,6,4,23
06/28/2007,2007,2,6,4,28
06/28/2007,2007,2,6,4,28
06/28/2007,2007,2,6,4,28
02/22/2007,2007,1,2,3,22
06/28/2005,2005,2,6,4,28
06/28/2005,2005,2,6,4,28
05/27/2010,2010,2,5,4,27
10/07/2006,2006,4,10,1,7
10/07/2006,2006,4,10,1,7
10/31/2006,2006,4,10,4,31
06/27/2005,2005,2,6,4,27
06/27/2006,2006,2,6,4,27
06/27/2006,2006,2,6,4,27
06/27/2007,2007,2,6,4,27
06/27/2007,2007,2,6,4,27
06/27/2007,2007,2,6,4,27
06/27/2008,2008,2,6,4,27
06/27/2009,2009,2,6,4,27
02/21/2005,2005,1,2,3,21
09/22/2010,2010,3,9,3,22
03/14/2005,2005,1,3,2,14
02/20/2005,2005,1,2,3,20
02/20/2005,2005,1,2,3,20
02/20/2005,2005,1,2,3,20
06/17/2007,2007,2,6,3,17
06/17/2007,2007,2,6,3,17
05/22/2006,2006,2,5,3,22
06/17/2009,2009,2,6,3,17
06/17/2009,2009,2,6,3,17
01/04/2005,2005,1,1,1,4
01/04/2005,2005,1,1,1,4
01/04/2005,2005,1,1,1,4
04/14/2010,2010,2,4,2,14
03/14/2009,2009,1,3,2,14
02/20/2009,2009,1,2,3,20
08/16/2005,2005,3,8,3,16
10/04/2006,2006,4,10,1,4
10/04/2006,2006,4,10,1,4
02/15/2005,2005,1,2,2,15
10/04/2008,2008,4,10,1,4
10/04/2008,2008,4,10,1,4
10/04/2008,2008,4,10,1,4
10/04/2008,2008,4,10,1,4
12/22/2007,2007,4,12,3,22
12/10/2009,2009,4,12,2,10
12/10/2007,2007,4,12,2,10
12/10/2007,2007,4,12,2,10
12/19/2007,2007,4,12,3,19
12/19/2007,2007,4,12,3,19
04/12/2010,2010,2,4,2,12
04/12/2010,2010,2,4,2,12
04/12/2010,2010,2,4,2,12
04/22/2006,2006,2,4,3,22
04/22/2006,2006,2,4,3,22
06/20/2010,2010,2,6,3,20
06/20/2010,2010,2,6,3,20
04/21/2008,2008,2,4,3,21
04/21/2009,2009,2,4,3,21
01/23/2009,2009,1,1,4,23
01/23/2009,2009,1,1,4,23
07/21/2005,2005,3,7,3,21
04/21/2005,2005,2,4,3,21
04/21/2005,2005,2,4,3,21
01/23/2005,2005,1,1,4,23
04/21/2007,2007,2,4,3,21
04/21/2007,2007,2,4,3,21
07/11/2010,2010,3,7,2,11
07/11/2010,2010,3,7,2,11
07/11/2010,2010,3,7,2,11
07/21/2006,2006,3,7,3,21
06/14/2010,2010,2,6,2,14
06/03/2010,2010,2,6,1,3
03/05/2006,2006,1,3,1,5
07/18/2009,2009,3,7,3,18
07/18/2009,2009,3,7,3,18
07/18/2008,2008,3,7,3,18
02/13/2005,2005,1,2,2,13
02/13/2005,2005,1,2,2,13
07/18/2006,2006,3,7,3,18
01/09/2005,2005,1,1,2,9
01/09/2005,2005,1,1,2,9
04/22/2007,2007,2,4,3,22
04/22/2007,2007,2,4,3,22
12/13/2005,2005,4,12,2,13
12/13/2007,2007,4,12,2,13
12/13/2007,2007,4,12,2,13
12/13/2007,2007,4,12,2,13
12/13/2007,2007,4,12,2,13
11/09/2007,2007,4,11,2,9
02/07/2008,2008,1,2,1,7
11/09/2006,2006,4,11,2,9
12/13/2009,2009,4,12,2,13
12/13/2009,2009,4,12,2,13
12/13/2009,2009,4,12,2,13
06/21/2008,2008,2,6,3,21
11/09/2009,2009,4,11,2,9
11/09/2008,2008,4,11,2,9
10/26/2010,2010,4,10,4,26
10/26/2010,2010,4,10,4,26
09/20/2006,2006,3,9,3,20
10/25/2009,2009,4,10,4,25
10/29/2008,2008,4,10,4,29
02/16/2007,2007,1,2,3,16
03/05/2009,2009,1,3,1,5
10/29/2007,2007,4,10,4,29
10/29/2006,2006,4,10,4,29
10/29/2006,2006,4,10,4,29
10/25/2007,2007,4,10,4,25
10/25/2007,2007,4,10,4,25
10/25/2006,2006,4,10,4,25
08/13/2008,2008,3,8,2,13
08/13/2009,2009,3,8,2,13
08/13/2009,2009,3,8,2,13
08/13/2005,2005,3,8,2,13
08/13/2006,2006,3,8,2,13
08/13/2006,2006,3,8,2,13
08/13/2006,2006,3,8,2,13
08/13/2006,2006,3,8,2,13
02/29/2008,2008,1,2,4,29
02/29/2008,2008,1,2,4,29
11/18/2007,2007,4,11,3,18
11/18/2007,2007,4,11,3,18
11/18/2006,2006,4,11,3,18
02/18/2007,2007,1,2,3,18
02/18/2007,2007,1,2,3,18
03/25/2007,2007,1,3,4,25
11/18/2009,2009,4,11,3,18
11/18/2009,2009,4,11,3,18
03/03/2010,2010,1,3,1,3
08/28/2009,2009,3,8,4,28
08/28/2009,2009,3,8,4,28
08/28/2008,2008,3,8,4,28
08/28/2008,2008,3,8,4,28
08/28/2005,2005,3,8,4,28
06/03/2008,2008,2,6,1,3
06/03/2008,2008,2,6,1,3
06/03/2009,2009,2,6,1,3
06/03/2009,2009,2,6,1,3
06/14/2009,2009,2,6,2,14
09/22/2008,2008,3,9,3,22
07/06/2009,2009,3,7,1,6
07/06/2009,2009,3,7,1,6
09/22/2009,2009,3,9,3,22
11/13/2009,2009,4,11,2,13
04/04/2006,2006,2,4,1,4
04/04/2005,2005,2,4,1,4
07/06/2007,2007,3,7,1,6
07/06/2007,2007,3,7,1,6
07/06/2005,2005,3,7,1,6
07/06/2005,2005,3,7,1,6
07/28/2007,2007,3,7,4,28
07/28/2007,2007,3,7,4,28
07/28/2007,2007,3,7,4,28
12/28/2005,2005,4,12,4,28
11/16/2008,2008,4,11,3,16
11/16/2009,2009,4,11,3,16
11/16/2009,2009,4,11,3,16
11/16/2009,2009,4,11,3,16
11/16/2009,2009,4,11,3,16
02/03/2010,2010,1,2,1,3
03/11/2005,2005,1,3,2,11
03/11/2005,2005,1,3,2,11
03/11/2006,2006,1,3,2,11
03/11/2007,2007,1,3,2,11
03/11/2007,2007,1,3,2,11
03/11/2007,2007,1,3,2,11
12/28/2008,2008,4,12,4,28
12/28/2008,2008,4,12,4,28
11/16/2007,2007,4,11,3,16
11/16/2007,2007,4,11,3,16
05/08/2010,2010,2,5,2,8
08/22/2006,2006,3,8,3,22
10/30/2008,2008,4,10,4,30
10/30/2008,2008,4,10,4,30
08/11/2010,2010,3,8,2,11
08/11/2010,2010,3,8,2,11
03/14/2008,2008,1,3,2,14
03/14/2008,2008,1,3,2,14
03/14/2008,2008,1,3,2,14
03/14/2009,2009,1,3,2,14
03/14/2006,2006,1,3,2,14
03/14/2007,2007,1,3,2,14
03/14/2007,2007,1,3,2,14
04/27/2007,2007,2,4,4,27
04/27/2007,2007,2,4,4,27
04/27/2007,2007,2,4,4,27
03/14/2005,2005,1,3,2,14
03/14/2005,2005,1,3,2,14
03/14/2005,2005,1,3,2,14
10/30/2005,2005,4,10,4,30
10/30/2007,2007,4,10,4,30
08/19/2010,2010,3,8,3,19
07/25/2005,2005,3,7,4,25
03/16/2006,2006,1,3,3,16
03/16/2007,2007,1,3,3,16
01/26/2010,2010,1,1,4,26
01/26/2010,2010,1,1,4,26
01/26/2010,2010,1,1,4,26
03/16/2005,2005,1,3,3,16
12/30/2009,2009,4,12,4,30
03/16/2008,2008,1,3,3,16
03/04/2010,2010,1,3,1,4
07/05/2010,2010,3,7,1,5
07/05/2010,2010,3,7,1,5
01/02/2006,2006,1,1,1,2
01/02/2006,2006,1,1,1,2
01/02/2006,2006,1,1,1,2
01/03/2009,2009,1,1,1,3
01/03/2009,2009,1,1,1,3
01/03/2008,2008,1,1,1,3
03/11/2010,2010,1,3,2,11
03/11/2010,2010,1,3,2,11
